Ano;Mês;Distribuidor;Código do Produto;Nome do Produto;Região;Quantidade de Produto (mil m³)
2024;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;320101001;Gasolina A;SE;19,75
2024;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;420102004;Diesel A;SE;2,75
2024;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;420105001;Diesel A;SE;7,15
2024;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;420201001;Diesel A;SE;6,33
2024;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;810101001;EHC;CO;2,289479
2024;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;810101001;EHC;SE;2,050594
2024;1;76 OIL DISTRIBUIDORA DE COMBUSTÍVEIS S/A;810102004;EAC;SE;0,813963
2024;1;ACAI PETROLEO MATO GROSSO LTDA;810101001;EHC;CO;0,131386
2024;1;AGILE LOGISTICA E DISTRIBUIÇÃO DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;SE;0,349559
2024;1;AGILE LOGISTICA E DISTRIBUIÇÃO DE COMBUSTÍVEIS LTDA;420102004;Diesel A;SE;0,296038
2024;1;AGILE LOGISTICA E DISTRIBUIÇÃO DE COMBUSTÍVEIS LTDA;420105001;Diesel A;SE;0,298651
2024;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;320101001;Gasolina A;CO;1,505238
2024;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420102004;Diesel A;CO;0,929008
2024;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420105001;Diesel A;CO;0,898851
2024;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810101001;EHC;CO;1,8181
2024;1;ALCOOLBRAS - ÁLCOOL DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810102004;EAC;CO;0,755836
2024;1;ALE COMBUSTIVEIS S.A.;320101001;Gasolina A;CO;3,516943
2024;1;ALE COMBUSTIVEIS S.A.;320101001;Gasolina A;N;0,738049
2024;1;ALE COMBUSTIVEIS S.A.;320101001;Gasolina A;NE;15,148545
2024;1;ALE COMBUSTIVEIS S.A.;320101001;Gasolina A;S;9,495693
2024;1;ALE COMBUSTIVEIS S.A.;320101001;Gasolina A;SE;40,190235
2024;1;ALE COMBUSTIVEIS S.A.;420102004;Diesel A;CO;1,572836
2024;1;ALE COMBUSTIVEIS S.A.;420102004;Diesel A;N;0,353296
2024;1;ALE COMBUSTIVEIS S.A.;420102004;Diesel A;NE;6,221381
2024;1;ALE COMBUSTIVEIS S.A.;420102004;Diesel A;S;3,134489
2024;1;ALE COMBUSTIVEIS S.A.;420102004;Diesel A;SE;14,773186
2024;1;ALE COMBUSTIVEIS S.A.;420105001;Diesel A;CO;5,684722
2024;1;ALE COMBUSTIVEIS S.A.;420105001;Diesel A;N;1,229437
2024;1;ALE COMBUSTIVEIS S.A.;420105001;Diesel A;NE;13,932354
2024;1;ALE COMBUSTIVEIS S.A.;420105001;Diesel A;S;3,81201
2024;1;ALE COMBUSTIVEIS S.A.;420105001;Diesel A;SE;21,999008
2024;1;ALE COMBUSTIVEIS S.A.;420201001;Diesel A;S;1,692685
2024;1;ALE COMBUSTIVEIS S.A.;420201001;Diesel A;SE;5,987235
2024;1;ALE COMBUSTIVEIS S.A.;810101001;EHC;CO;8,337382
2024;1;ALE COMBUSTIVEIS S.A.;810101001;EHC;NE;2,191131
2024;1;ALE COMBUSTIVEIS S.A.;810101001;EHC;S;0,106535
2024;1;ALE COMBUSTIVEIS S.A.;810101001;EHC;SE;20,331589
2024;1;ALE COMBUSTIVEIS S.A.;810102004;EAC;CO;3,85149
2024;1;ALE COMBUSTIVEIS S.A.;810102004;EAC;N;0,728941
2024;1;ALE COMBUSTIVEIS S.A.;810102004;EAC;NE;2,811014
2024;1;ALE COMBUSTIVEIS S.A.;810102004;EAC;S;0,513329
2024;1;ALE COMBUSTIVEIS S.A.;810102004;EAC;SE;16,736027
2024;1;ALFA DISTRIBUIDORA DE PETRÓLEO LTDA.;420102004;Diesel A;SE;0,065387
2024;1;ALFA DISTRIBUIDORA DE PETRÓLEO LTDA.;420105001;Diesel A;SE;0,21986
2024;1;ALFA DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;CO;10,402373
2024;1;ALL DISTRIBUIDORA DE COMBUSTÍVEIS EIRELI;420102004;Diesel A;SE;0,09961
2024;1;ALL DISTRIBUIDORA DE COMBUSTÍVEIS EIRELI;810101001;EHC;CO;2,684587
2024;1;ALL DISTRIBUIDORA DE COMBUSTÍVEIS EIRELI;810101001;EHC;SE;6,568894
2024;1;ALLGREEN DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810101001;EHC;NE;1,969613
2024;1;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;420105001;Diesel A;S;23,182781
2024;1;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;CO;19,743447
2024;1;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;N;0,72306
2024;1;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;S;39,686489
2024;1;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;810101001;EHC;SE;11,096195
2024;1;ALPES DISTRIBUIDORA DE PETRÓLEO LTDA.;810102004;EAC;CO;0,247414
2024;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;320101001;Gasolina A;S;2,347444
2024;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;420102004;Diesel A;S;1,138506
2024;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;420105001;Diesel A;S;1,530971
2024;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;810102004;EAC;S;0,490183
2024;1;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;810102004;EAC;SE;0,350764
2024;1;ARAGUAIA DISTRIBUIDORA DE COMBUSTÍVEIS S.A;810101001;EHC;CO;11,334614
2024;1;ARAGUAIA DISTRIBUIDORA DE COMBUSTÍVEIS S.A;810102004;EAC;CO;0,120934
2024;1;ARGEMIL DISTRIBUIDORA DE COMBUSTIVEIS E ARMAZENS GERAIS S/A.;320101001;Gasolina A;SE;0,099779
2024;1;ARGEMIL DISTRIBUIDORA DE COMBUSTIVEIS E ARMAZENS GERAIS S/A.;420102004;Diesel A;SE;0,1498
2024;1;ARGEMIL DISTRIBUIDORA DE COMBUSTIVEIS E ARMAZENS GERAIS S/A.;420105001;Diesel A;SE;0,149799
2024;1;ARKA DISTRIBUIDORA DE COMBUSTIVEIS EIRELI;420105001;Diesel A;N;39,771149
2024;1;ARKA DISTRIBUIDORA DE COMBUSTIVEIS EIRELI;810101001;EHC;CO;16,04078
2024;1;ARKA DISTRIBUIDORA DE COMBUSTIVEIS EIRELI;810101001;EHC;SE;19,187686
2024;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;320101001;Gasolina A;S;2,365413
2024;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;320101001;Gasolina A;SE;0,170342
2024;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420102004;Diesel A;S;1,360016
2024;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420102004;Diesel A;SE;0,221283
2024;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420105001;Diesel A;S;1,499237
2024;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;420105001;Diesel A;SE;0,213051
2024;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810101001;EHC;S;1,025995
2024;1;ART PETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA.;810102004;EAC;S;2,887002
2024;1;ASPEN DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810101001;EHC;CO;5,32753
2024;1;ASPEN DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;CO;0,157557
2024;1;ASTER PETRÓLEO LTDA.;320101001;Gasolina A;SE;71,458379
2024;1;ASTER PETRÓLEO LTDA.;420102004;Diesel A;SE;0,764512
2024;1;ASTER PETRÓLEO LTDA.;420105001;Diesel A;N;12,089608
2024;1;ASTER PETRÓLEO LTDA.;420105001;Diesel A;S;-0,002377
2024;1;ASTER PETRÓLEO LTDA.;420105001;Diesel A;SE;3,999515
2024;1;ASTER PETRÓLEO LTDA.;810102004;EAC;SE;22,136998
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;320101001;Gasolina A;CO;0,989703
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;320101001;Gasolina A;N;31,176758
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;320101001;Gasolina A;NE;1,077
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;320101001;Gasolina A;S;2,484896
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;320101001;Gasolina A;SE;2,081317
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420101004;Diesel A;N;11,320792
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420102004;Diesel A;CO;1,209856
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420102004;Diesel A;N;36,532108
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420102004;Diesel A;NE;1,686159
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420102004;Diesel A;S;3,500828
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420102004;Diesel A;SE;1,88944
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420105001;Diesel A;CO;1,25426
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420105001;Diesel A;N;39,264753
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420105001;Diesel A;NE;0,677
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420105001;Diesel A;S;4,041553
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420105001;Diesel A;SE;2,192503
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;420201001;Diesel A;N;9,522222
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;810101001;EHC;CO;10,845454
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;810101001;EHC;N;0,179342
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;810102004;EAC;CO;12,852609
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;810102004;EAC;N;0,854962
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;810102004;EAC;NE;0,366888
2024;1;ATEM' S DISTRIBUIDORA DE PETRÓLEO S.A.;810102004;EAC;S;0,11886
2024;1;ATLANTA DISTRIBUIDORA DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;0,102427
2024;1;ATLANTA DISTRIBUIDORA DE PETRÓLEO LTDA.;420102004;Diesel A;SE;0,145845
2024;1;ATLANTA DISTRIBUIDORA DE PETRÓLEO LTDA.;420105001;Diesel A;SE;0,146182
2024;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;320101001;Gasolina A;NE;1,15419
2024;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;10,656071
2024;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;420102004;Diesel A;NE;0,724673
2024;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;420102004;Diesel A;SE;3,029688
2024;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;420105001;Diesel A;NE;0,776768
2024;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;420105001;Diesel A;SE;5,899584
2024;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;810101001;EHC;CO;0,3364
2024;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;810101001;EHC;SE;1,166585
2024;1;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;810102004;EAC;SE;3,775519
2024;1;AVANT COMBUSTIVEIS LTDA;320101001;Gasolina A;SE;0,059916
2024;1;AVANT COMBUSTIVEIS LTDA;420102004;Diesel A;SE;0,059938
2024;1;AVANT COMBUSTIVEIS LTDA;420105001;Diesel A;SE;0,059967
2024;1;AVANT COMBUSTIVEIS LTDA;810101001;EHC;CO;0,749364
2024;1;AVANT COMBUSTIVEIS LTDA;810101001;EHC;SE;14,755589
2024;1;AVANT COMBUSTIVEIS LTDA;810102004;EAC;SE;0,042953
2024;1;BEST FUEL DISTRIBUIDORA DE PETROLEO LTDA;420105001;Diesel A;SE;0,086304
2024;1;BEST FUEL DISTRIBUIDORA DE PETROLEO LTDA;810101001;EHC;CO;2,938599
2024;1;BEST FUEL DISTRIBUIDORA DE PETROLEO LTDA;810101001;EHC;S;0,867194
2024;1;BEST FUEL DISTRIBUIDORA DE PETROLEO LTDA;810101001;EHC;SE;2,507123
2024;1;BIOPETRO DISTRIBUIDORA DE COMBUSTIVEIS;320101001;Gasolina A;SE;0,798492
2024;1;BIOPETRO DISTRIBUIDORA DE COMBUSTIVEIS;420102004;Diesel A;SE;1,190693
2024;1;BIOPETRO DISTRIBUIDORA DE COMBUSTIVEIS;420105001;Diesel A;SE;0,95803
2024;1;BIOPETRO DISTRIBUIDORA DE COMBUSTIVEIS;810102004;EAC;SE;1,883911
2024;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;CO;0,298744
2024;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;SE;7,904867
2024;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;CO;0,117884
2024;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;SE;7,67078
2024;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;CO;0,149817
2024;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;SE;3,49971
2024;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810101001;EHC;CO;0,021831
2024;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;CO;2,317826
2024;1;BIOPETRÓLEO DO BRASIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;SE;2,66688
2024;1;BRASPETRO DISTRIBUIDORA DE PETROLEO LTDA.;320101001;Gasolina A;CO;0,50505
2024;1;BRASPETRO DISTRIBUIDORA DE PETROLEO LTDA.;420102004;Diesel A;CO;0,298087
2024;1;BRASPETRO DISTRIBUIDORA DE PETROLEO LTDA.;420105001;Diesel A;CO;0,735005
2024;1;BRASPETRO DISTRIBUIDORA DE PETROLEO LTDA.;810101001;EHC;CO;1,777942
2024;1;BRASPETRO DISTRIBUIDORA DE PETROLEO LTDA.;810102004;EAC;CO;0,031754
2024;1;BV DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;SE;0,199329
2024;1;BV DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;SE;0,378187
2024;1;BV DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;SE;0,587507
2024;1;BV DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;SE;0,096333
2024;1;CARBOPETRO DISTRIBUIDORA DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;0,049682
2024;1;CARBOPETRO DISTRIBUIDORA DE PETRÓLEO LTDA.;420105001;Diesel A;SE;0,069449
2024;1;CARINTHIA DISTRIBUIDORA S.A.;810101001;EHC;CO;0,021679
2024;1;CENTRO OESTE BRASIL PETRÓLEO LTDA.;810101001;EHC;CO;0,050891
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;CO;3,913878
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;S;13,464027
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;320101001;Gasolina A;SE;12,732545
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;CO;2,315694
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;S;11,978509
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420102004;Diesel A;SE;14,729678
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;CO;4,758256
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;S;7,409253
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;420105001;Diesel A;SE;13,558647
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810101001;EHC;CO;5,582463
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810101001;EHC;S;1,098607
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810101001;EHC;SE;5,957811
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;CO;6,37248
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;S;2,429132
2024;1;CIAPETRO DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;810102004;EAC;SE;3,258114
2024;1;COMÉRCIO DE DERIVADOS DE PETRÓLEO ISABELLA LTDA.;420102004;Diesel A;S;0,009916
2024;1;COMÉRCIO DE DERIVADOS DE PETRÓLEO ISABELLA LTDA.;420105001;Diesel A;S;0,004937
2024;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;320101001;Gasolina A;SE;5,191077
2024;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;420102004;Diesel A;SE;5,620903
2024;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;420105001;Diesel A;S;0,113254
2024;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;420105001;Diesel A;SE;7,678214
2024;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;810101001;EHC;SE;0,413724
2024;1;COPERCANA DISTRIBUIDORA DE COMBUSTIVEIS LTDA;810102004;EAC;SE;1,906642
2024;1;CRUZ DE MALTA DISTRIBUIDORA DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;0,494208
2024;1;CRUZ DE MALTA DISTRIBUIDORA DE PETRÓLEO LTDA.;420102004;Diesel A;SE;0,469652
2024;1;CRUZ DE MALTA DISTRIBUIDORA DE PETRÓLEO LTDA.;420105001;Diesel A;SE;0,480672
2024;1;CRUZ DE MALTA DISTRIBUIDORA DE PETRÓLEO LTDA.;810102004;EAC;SE;0,178791
2024;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;320101001;Gasolina A;NE;1,030792
2024;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;420102004;Diesel A;NE;0,372955
2024;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;420105001;Diesel A;NE;0,583967
2024;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;810101001;EHC;CO;0,417717
2024;1;DANPETRO DISTRIBUIDORA DE PETRÓLEO S.A.;810102004;EAC;SE;0,327197
2024;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;320101001;Gasolina A;S;4,06687
2024;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;420102004;Diesel A;S;4,966535
2024;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;420105001;Diesel A;S;10,587806
2024;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;420105001;Diesel A;SE;0,043885
2024;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;420201001;Diesel A;S;1,418362
2024;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;810101001;EHC;S;0,404324
2024;1;DIBRAPE DISTRIBUIDORA BRASILEIRA DE PETRÓLEO LTDA.;810102004;EAC;S;1,613741
2024;1;DIRECIONAL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;0,301325
2024;1;DIRECIONAL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;420102004;Diesel A;SE;0,598896
2024;1;DIRECIONAL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO LTDA.;810102004;EAC;SE;0,240371
2024;1;DISLUB COMBUSTÍVEIS S/A;320101001;Gasolina A;CO;0,589285
2024;1;DISLUB COMBUSTÍVEIS S/A;320101001;Gasolina A;NE;9,420897
2024;1;DISLUB COMBUSTÍVEIS S/A;320101001;Gasolina A;SE;0,908393
2024;1;DISLUB COMBUSTÍVEIS S/A;420102004;Diesel A;CO;0,587311
2024;1;DISLUB COMBUSTÍVEIS S/A;420102004;Diesel A;NE;2,530873
2024;1;DISLUB COMBUSTÍVEIS S/A;420102004;Diesel A;SE;0,261607
2024;1;DISLUB COMBUSTÍVEIS S/A;420105001;Diesel A;CO;0,943419
2024;1;DISLUB COMBUSTÍVEIS S/A;420105001;Diesel A;NE;12,54134
2024;1;DISLUB COMBUSTÍVEIS S/A;810101001;EHC;CO;0,533107
2024;1;DISLUB COMBUSTÍVEIS S/A;810101001;EHC;N;0,061386
2024;1;DISLUB COMBUSTÍVEIS S/A;810101001;EHC;NE;3,059913
2024;1;DISLUB COMBUSTÍVEIS S/A;810102004;EAC;CO;1,632639
2024;1;DISLUB COMBUSTÍVEIS S/A;810102004;EAC;NE;1,063118
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;320101001;Gasolina A;CO;0,897904
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;320101001;Gasolina A;NE;0,477
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420102004;Diesel A;CO;0,84319
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420102004;Diesel A;NE;0,724
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420102004;Diesel A;SE;0,50545
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420105001;Diesel A;CO;1,869854
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420105001;Diesel A;NE;1,089
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;420105001;Diesel A;SE;0,537453
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;810101001;EHC;CO;1,022839
2024;1;DISTRIBUIDORA DE COMBUSTIVEIS MASUT LTDA;810102004;EAC;CO;0,470363
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;320101001;Gasolina A;S;0,849849
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;320101001;Gasolina A;SE;0,029175
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;420102004;Diesel A;S;0,699689
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;420102004;Diesel A;SE;0,104569
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;420105001;Diesel A;S;0,619829
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;420105001;Diesel A;SE;0,079103
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;810101001;EHC;CO;0,645218
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;810101001;EHC;S;1,269284
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;810101001;EHC;SE;14,848775
2024;1;DISTRIBUIDORA DE COMBUSTÍVEIS SAARA S.A.;810102004;EAC;S;2,13288
2024;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;320101001;Gasolina A;SE;8,479686
2024;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;420102004;Diesel A;SE;2,165452
2024;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;420105001;Diesel A;SE;3,645106
2024;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;810101001;EHC;CO;1,098352
2024;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;810101001;EHC;SE;5,434176
2024;1;DISTRIBUIDORA DE COMBUSTÍVEL TORRÃO LTDA.;810102004;EAC;SE;3,01009
2024;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;320101001;Gasolina A;S;10,675944
2024;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;420102004;Diesel A;S;7,876461
2024;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;420105001;Diesel A;S;8,995238
2024;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;810101001;EHC;CO;0,061268
2024;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;810101001;EHC;S;0,220082
2024;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;810102004;EAC;CO;0,612948
2024;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;810102004;EAC;S;0,758199
2024;1;DISTRIBUIDORA DE PRODUTOS DE PETRÓLEO CHARRUA LTDA;810102004;EAC;SE;3,576093
2024;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;320101001;Gasolina A;N;7,55585
2024;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;320101001;Gasolina A;SE;14,931614
2024;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;420102004;Diesel A;N;3,14468
2024;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;420102004;Diesel A;SE;14,653542
2024;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;420105001;Diesel A;N;6,644919
2024;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;420105001;Diesel A;SE;9,156832
2024;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;420201001;Diesel A;N;10,807104
2024;1;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETRÓLEO LTDA.;810101001;EHC;CO;4,626903
