ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
2021;REGIÃO SUDESTE;MG;ETANOL;3154606;RIBEIRAO DAS NEVES;25147588
2021;REGIÃO SUDESTE;MG;ETANOL;3154705;RIBEIRAO VERMELHO;1356578
2021;REGIÃO SUDESTE;MG;ETANOL;3154804;RIO ACIMA;615000
2021;REGIÃO SUDESTE;MG;ETANOL;3154903;RIO CASCA;990000
2021;REGIÃO SUDESTE;MG;ETANOL;3155009;RIO DOCE;84500
2021;REGIÃO SUDESTE;MG;ETANOL;3155108;RIO DO PRADO;74000
2021;REGIÃO SUDESTE;MG;ETANOL;3155207;RIO ESPERA;69000
2021;REGIÃO SUDESTE;MG;ETANOL;3155306;RIO MANSO;592000
2021;REGIÃO SUDESTE;MG;ETANOL;3155405;RIO NOVO;628000
2021;REGIÃO SUDESTE;MG;ETANOL;3155504;RIO PARANAIBA;2351000
2021;REGIÃO SUDESTE;MG;ETANOL;3155603;RIO PARDO DE MINAS;659474
2021;REGIÃO SUDESTE;MG;ETANOL;3155702;RIO PIRACICABA;19625088
2021;REGIÃO SUDESTE;MG;ETANOL;3155801;RIO POMBA;1011921
2021;REGIÃO SUDESTE;MG;ETANOL;3155900;RIO PRETO;116000
2021;REGIÃO SUDESTE;MG;ETANOL;3156007;RIO VERMELHO;194000
2021;REGIÃO SUDESTE;MG;ETANOL;3156106;RITAPOLIS;150000
2021;REGIÃO SUDESTE;MG;ETANOL;3156304;RODEIRO;542500
2021;REGIÃO SUDESTE;MG;ETANOL;3156403;ROMARIA;228000
2021;REGIÃO SUDESTE;MG;ETANOL;3156452;ROSARIO DA LIMEIRA;3864104
2021;REGIÃO SUDESTE;MG;ETANOL;3156502;RUBELITA;68000
2021;REGIÃO SUDESTE;MG;ETANOL;3156601;RUBIM;212000
2021;REGIÃO SUDESTE;MG;ETANOL;3156700;SABARA;12278372
2021;REGIÃO SUDESTE;MG;ETANOL;3156809;SABINOPOLIS;443000
2021;REGIÃO SUDESTE;MG;ETANOL;3156908;SACRAMENTO;4316700
2021;REGIÃO SUDESTE;MG;ETANOL;3157005;SALINAS;3035403
2021;REGIÃO SUDESTE;MG;ETANOL;3157104;SALTO DA DIVISA;156000
2021;REGIÃO SUDESTE;MG;ETANOL;3157203;SANTA BARBARA;1998000
2021;REGIÃO SUDESTE;MG;ETANOL;3157252;SANTA BARBARA DO LESTE;421000
2021;REGIÃO SUDESTE;MG;ETANOL;3157278;SANTA BARBARA DO MONTE VERDE;69000
2021;REGIÃO SUDESTE;MG;ETANOL;3157302;SANTA BARBARA DO TUGURIO;905467
2021;REGIÃO SUDESTE;MG;ETANOL;3157336;SANTA CRUZ DE MINAS;217000
2021;REGIÃO SUDESTE;MG;ETANOL;3157377;SANTA CRUZ DE SALINAS;238000
2021;REGIÃO SUDESTE;MG;ETANOL;3157401;SANTA CRUZ DO ESCALVADO;76000
2021;REGIÃO SUDESTE;MG;ETANOL;3157500;SANTA EFIGENIA DE MINAS;63000
2021;REGIÃO SUDESTE;MG;ETANOL;3157609;SANTA FE DE MINAS;145500
2021;REGIÃO SUDESTE;MG;ETANOL;3157658;SANTA HELENA DE MINAS;175833
2021;REGIÃO SUDESTE;MG;ETANOL;3157708;SANTA JULIANA;2990100
2021;REGIÃO SUDESTE;MG;ETANOL;3157807;SANTA LUZIA;15791300
2021;REGIÃO SUDESTE;MG;ETANOL;3157906;SANTA MARGARIDA;684100
2021;REGIÃO SUDESTE;MG;ETANOL;3158003;SANTA MARIA DE ITABIRA;636000
2021;REGIÃO SUDESTE;MG;ETANOL;3158102;SANTA MARIA DO SALTO;111000
2021;REGIÃO SUDESTE;MG;ETANOL;3158201;SANTA MARIA DO SUACUI;509000
2021;REGIÃO SUDESTE;MG;ETANOL;3158300;SANTANA DA VARGEM;723000
2021;REGIÃO SUDESTE;MG;ETANOL;3158409;SANTANA DE CATAGUASES;107000
2021;REGIÃO SUDESTE;MG;ETANOL;3158508;SANTANA DE PIRAPAMA;159600
2021;REGIÃO SUDESTE;MG;ETANOL;3158805;SANTANA DO JACARE;166000
2021;REGIÃO SUDESTE;MG;ETANOL;3158904;SANTANA DO MANHUACU;895000
2021;REGIÃO SUDESTE;MG;ETANOL;3158953;SANTANA DO PARAISO;2579258
2021;REGIÃO SUDESTE;MG;ETANOL;3159001;SANTANA DO RIACHO;535000
2021;REGIÃO SUDESTE;MG;ETANOL;3159100;SANTANA DOS MONTES;52000
2021;REGIÃO SUDESTE;MG;ETANOL;3159209;SANTA RITA DE CALDAS;956000
2021;REGIÃO SUDESTE;MG;ETANOL;3159308;SANTA RITA DE JACUTINGA;500000
2021;REGIÃO SUDESTE;MG;ETANOL;3159357;SANTA RITA DE MINAS;668600
2021;REGIÃO SUDESTE;MG;ETANOL;3159605;SANTA RITA DO SAPUCAI;2892000
2021;REGIÃO SUDESTE;MG;ETANOL;3159704;SANTA ROSA DA SERRA;111600
2021;REGIÃO SUDESTE;MG;ETANOL;3159803;SANTA VITORIA;2407000
2021;REGIÃO SUDESTE;MG;ETANOL;3159902;SANTO ANTONIO DO AMPARO;1231700
2021;REGIÃO SUDESTE;MG;ETANOL;3160009;SANTO ANTONIO DO AVENTUREIRO;130000
2021;REGIÃO SUDESTE;MG;ETANOL;3160108;SANTO ANTONIO DO GRAMA;155000
2021;REGIÃO SUDESTE;MG;ETANOL;3160207;SANTO ANTONIO DO ITAMBE;105000
2021;REGIÃO SUDESTE;MG;ETANOL;3160306;SANTO ANTONIO DO JACINTO;224000
2021;REGIÃO SUDESTE;MG;ETANOL;3160405;SANTO ANTONIO DO MONTE;2269600
2021;REGIÃO SUDESTE;MG;ETANOL;3160454;SANTO ANTONIO DO RETIRO;114000
2021;REGIÃO SUDESTE;MG;ETANOL;3160504;SANTO ANTONIO DO RIO ABAIXO;30000
2021;REGIÃO SUDESTE;MG;ETANOL;3160702;SANTOS DUMONT;2419900
2021;REGIÃO SUDESTE;MG;ETANOL;3160801;SAO BENTO ABADE;108000
2021;REGIÃO SUDESTE;MG;ETANOL;3160900;SAO BRAS DO SUACUI;715000
2021;REGIÃO SUDESTE;MG;ETANOL;3160959;SAO DOMINGOS DAS DORES;186000
2021;REGIÃO SUDESTE;MG;ETANOL;3161007;SAO DOMINGOS DO PRATA;1697235
2021;REGIÃO SUDESTE;MG;ETANOL;3161056;SAO FELIX DE MINAS;57000
2021;REGIÃO SUDESTE;MG;ETANOL;3161106;SAO FRANCISCO;1760500
2021;REGIÃO SUDESTE;MG;ETANOL;3161205;SAO FRANCISCO DE PAULA;150000
2021;REGIÃO SUDESTE;MG;ETANOL;3161304;SAO FRANCISCO DE SALES;700000
2021;REGIÃO SUDESTE;MG;ETANOL;3161403;SAO FRANCISCO DO GLORIA;266500
2021;REGIÃO SUDESTE;MG;ETANOL;3161502;SAO GERALDO;1426471
2021;REGIÃO SUDESTE;MG;ETANOL;3161601;SAO GERALDO DA PIEDADE;15000
2021;REGIÃO SUDESTE;MG;ETANOL;3161650;SAO GERALDO DO BAIXIO;71000
2021;REGIÃO SUDESTE;MG;ETANOL;3161700;SAO GONCALO DO ABAETE;1027400
2021;REGIÃO SUDESTE;MG;ETANOL;3161809;SAO GONCALO DO PARA;601000
2021;REGIÃO SUDESTE;MG;ETANOL;3161908;SAO GONCALO DO RIO ABAIXO;1213800
2021;REGIÃO SUDESTE;MG;ETANOL;3162005;SAO GONCALO DO SAPUCAI;2435400
2021;REGIÃO SUDESTE;MG;ETANOL;3162104;SAO GOTARDO;2294400
2021;REGIÃO SUDESTE;MG;ETANOL;3162203;SAO JOAO BATISTA DO GLORIA;556000
2021;REGIÃO SUDESTE;MG;ETANOL;3162252;SAO JOAO DA LAGOA;74879
2021;REGIÃO SUDESTE;MG;ETANOL;3162302;SAO JOAO DA MATA;257883
2021;REGIÃO SUDESTE;MG;ETANOL;3162401;SAO JOAO DA PONTE;657000
2021;REGIÃO SUDESTE;MG;ETANOL;3162450;SAO JOAO DAS MISSOES;108930
2021;REGIÃO SUDESTE;MG;ETANOL;3162500;SAO JOAO DEL REI;8396800
2021;REGIÃO SUDESTE;MG;ETANOL;3162559;SAO JOAO DO MANHUACU;1312336
2021;REGIÃO SUDESTE;MG;ETANOL;3162575;SAO JOAO DO MANTENINHA;200901
2021;REGIÃO SUDESTE;MG;ETANOL;3162609;SAO JOAO DO ORIENTE;308000
2021;REGIÃO SUDESTE;MG;ETANOL;3162708;SAO JOAO DO PARAISO;486500
2021;REGIÃO SUDESTE;MG;ETANOL;3162807;SAO JOAO EVANGELISTA;1169000
2021;REGIÃO SUDESTE;MG;ETANOL;3162906;SAO JOAO NEPOMUCENO;1157000
2021;REGIÃO SUDESTE;MG;ETANOL;3162922;SAO JOAQUIM DE BICAS;3385000
2021;REGIÃO SUDESTE;MG;ETANOL;3162948;SAO JOSE DA BARRA;690000
2021;REGIÃO SUDESTE;MG;ETANOL;3162955;SAO JOSE DA LAPA;1864381
2021;REGIÃO SUDESTE;MG;ETANOL;3163003;SAO JOSE DA SAFIRA;80000
2021;REGIÃO SUDESTE;MG;ETANOL;3163102;SAO JOSE DA VARGINHA;240000
2021;REGIÃO SUDESTE;MG;ETANOL;3163201;SAO JOSE DO ALEGRE;207000
2021;REGIÃO SUDESTE;MG;ETANOL;3163300;SAO JOSE DO DIVINO;34000
2021;REGIÃO SUDESTE;MG;ETANOL;3163508;SAO JOSE DO JACURI;231000
2021;REGIÃO SUDESTE;MG;ETANOL;3163607;SAO JOSE DO MANTIMENTO;75450
2021;REGIÃO SUDESTE;MG;ETANOL;3163706;SAO LOURENCO;2984000
2021;REGIÃO SUDESTE;MG;ETANOL;3163805;SAO MIGUEL DO ANTA;83000
2021;REGIÃO SUDESTE;MG;ETANOL;3163904;SAO PEDRO DA UNIAO;288000
2021;REGIÃO SUDESTE;MG;ETANOL;3164001;SAO PEDRO DOS FERROS;217000
2021;REGIÃO SUDESTE;MG;ETANOL;3164100;SAO PEDRO DO SUACUI;140000
2021;REGIÃO SUDESTE;MG;ETANOL;3164209;SAO ROMAO;213712
2021;REGIÃO SUDESTE;MG;ETANOL;3164308;SAO ROQUE DE MINAS;456200
2021;REGIÃO SUDESTE;MG;ETANOL;3164407;SAO SEBASTIAO DA BELA VISTA;1770138
2021;REGIÃO SUDESTE;MG;ETANOL;3164431;SAO SEBASTIAO DA VARGEM ALEGRE;5761854
2021;REGIÃO SUDESTE;MG;ETANOL;3164472;SAO SEBASTIAO DO ANTA;242000
2021;REGIÃO SUDESTE;MG;ETANOL;3164506;SAO SEBASTIAO DO MARANHAO;174500
2021;REGIÃO SUDESTE;MG;ETANOL;3164605;SAO SEBASTIAO DO OESTE;1047100
2021;REGIÃO SUDESTE;MG;ETANOL;3164704;SAO SEBASTIAO DO PARAISO;8883350
2021;REGIÃO SUDESTE;MG;ETANOL;3164902;SAO SEBASTIAO DO RIO VERDE;142000
2021;REGIÃO SUDESTE;MG;ETANOL;3165008;SAO TIAGO;325500
2021;REGIÃO SUDESTE;MG;ETANOL;3165107;SAO TOMAS DE AQUINO;307000
2021;REGIÃO SUDESTE;MG;ETANOL;3165206;SAO THOME DAS LETRAS;314000
2021;REGIÃO SUDESTE;MG;ETANOL;3165305;SAO VICENTE DE MINAS;299000
2021;REGIÃO SUDESTE;MG;ETANOL;3165404;SAPUCAI-MIRIM;550000
2021;REGIÃO SUDESTE;MG;ETANOL;3165503;SARDOA;214000
2021;REGIÃO SUDESTE;MG;ETANOL;3165537;SARZEDO;2625000
2021;REGIÃO SUDESTE;MG;ETANOL;3165552;SETUBINHA;119000
2021;REGIÃO SUDESTE;MG;ETANOL;3165560;SEM PEIXE;52500
2021;REGIÃO SUDESTE;MG;ETANOL;3165578;SENADOR AMARAL;569500
2021;REGIÃO SUDESTE;MG;ETANOL;3165602;SENADOR CORTES;73000
2021;REGIÃO SUDESTE;MG;ETANOL;3165701;SENADOR FIRMINO;338000
2021;REGIÃO SUDESTE;MG;ETANOL;3165800;SENADOR JOSE BENTO;48000
2021;REGIÃO SUDESTE;MG;ETANOL;3165909;SENADOR MODESTINO GONCALVES;90000
2021;REGIÃO SUDESTE;MG;ETANOL;3166006;SENHORA DE OLIVEIRA;198000
2021;REGIÃO SUDESTE;MG;ETANOL;3166204;SENHORA DOS REMEDIOS;154000
2021;REGIÃO SUDESTE;MG;ETANOL;3166303;SERICITA;168000
2021;REGIÃO SUDESTE;MG;ETANOL;3166402;SERITINGA;285000
2021;REGIÃO SUDESTE;MG;ETANOL;3166501;SERRA AZUL DE MINAS;60000
2021;REGIÃO SUDESTE;MG;ETANOL;3166709;SERRA DOS AIMORES;583935
2021;REGIÃO SUDESTE;MG;ETANOL;3166808;SERRA DO SALITRE;1273500
2021;REGIÃO SUDESTE;MG;ETANOL;3166907;SERRANIA;592000
2021;REGIÃO SUDESTE;MG;ETANOL;3166956;SERRANOPOLIS DE MINAS;32000
2021;REGIÃO SUDESTE;MG;ETANOL;3167004;SERRANOS;47000
2021;REGIÃO SUDESTE;MG;ETANOL;3167103;SERRO;627770
2021;REGIÃO SUDESTE;MG;ETANOL;3167202;SETE LAGOAS;30052647
2021;REGIÃO SUDESTE;MG;ETANOL;3167400;SILVIANOPOLIS;272000
2021;REGIÃO SUDESTE;MG;ETANOL;3167509;SIMAO PEREIRA;55000
2021;REGIÃO SUDESTE;MG;ETANOL;3167608;SIMONESIA;805000
2021;REGIÃO SUDESTE;MG;ETANOL;3167707;SOBRALIA;132820
2021;REGIÃO SUDESTE;MG;ETANOL;3167806;SOLEDADE DE MINAS;136000
2021;REGIÃO SUDESTE;MG;ETANOL;3167905;TABULEIRO;1343696
2021;REGIÃO SUDESTE;MG;ETANOL;3168002;TAIOBEIRAS;1659262
2021;REGIÃO SUDESTE;MG;ETANOL;3168051;TAPARUBA;108800
2021;REGIÃO SUDESTE;MG;ETANOL;3168101;TAPIRA;350000
2021;REGIÃO SUDESTE;MG;ETANOL;3168200;TAPIRAI;35000
2021;REGIÃO SUDESTE;MG;ETANOL;3168309;TAQUARACU DE MINAS;80000
2021;REGIÃO SUDESTE;MG;ETANOL;3168408;TARUMIRIM;652500
2021;REGIÃO SUDESTE;MG;ETANOL;3168507;TEIXEIRAS;698500
2021;REGIÃO SUDESTE;MG;ETANOL;3168606;TEOFILO OTONI;10377200
2021;REGIÃO SUDESTE;MG;ETANOL;3168705;TIMOTEO;5109100
2021;REGIÃO SUDESTE;MG;ETANOL;3168804;TIRADENTES;330000
2021;REGIÃO SUDESTE;MG;ETANOL;3168903;TIROS;518600
2021;REGIÃO SUDESTE;MG;ETANOL;3169000;TOCANTINS;1727500
2021;REGIÃO SUDESTE;MG;ETANOL;3169059;TOCOS DO MOJI;146000
2021;REGIÃO SUDESTE;MG;ETANOL;3169109;TOLEDO;332000
2021;REGIÃO SUDESTE;MG;ETANOL;3169208;TOMBOS;6712192
2021;REGIÃO SUDESTE;MG;ETANOL;3169307;TRES CORACOES;7913000
2021;REGIÃO SUDESTE;MG;ETANOL;3169356;TRES MARIAS;2890881
2021;REGIÃO SUDESTE;MG;ETANOL;3169406;TRES PONTAS;3791369
2021;REGIÃO SUDESTE;MG;ETANOL;3169505;TUMIRITINGA;76859
2021;REGIÃO SUDESTE;MG;ETANOL;3169604;TUPACIGUARA;3126100
2021;REGIÃO SUDESTE;MG;ETANOL;3169703;TURMALINA;582479
2021;REGIÃO SUDESTE;MG;ETANOL;3169802;TURVOLANDIA;196000
2021;REGIÃO SUDESTE;MG;ETANOL;3169901;UBA;7065500
2021;REGIÃO SUDESTE;MG;ETANOL;3170008;UBAI;212000
2021;REGIÃO SUDESTE;MG;ETANOL;3170057;UBAPORANGA;693300
2021;REGIÃO SUDESTE;MG;ETANOL;3170107;UBERABA;68931086
2021;REGIÃO SUDESTE;MG;ETANOL;3170206;UBERLANDIA;163189104
2021;REGIÃO SUDESTE;MG;ETANOL;3170305;UMBURATIBA;48978
2021;REGIÃO SUDESTE;MG;ETANOL;3170404;UNAI;12014000
2021;REGIÃO SUDESTE;MG;ETANOL;3170438;UNIAO DE MINAS;537000
2021;REGIÃO SUDESTE;MG;ETANOL;3170479;URUANA DE MINAS;180000
2021;REGIÃO SUDESTE;MG;ETANOL;3170503;URUCANIA;489500
2021;REGIÃO SUDESTE;MG;ETANOL;3170529;URUCUIA;436000
2021;REGIÃO SUDESTE;MG;ETANOL;3170578;VARGEM ALEGRE;144000
2021;REGIÃO SUDESTE;MG;ETANOL;3170602;VARGEM BONITA;117000
2021;REGIÃO SUDESTE;MG;ETANOL;3170651;VARGEM GRANDE DO RIO PARDO;74000
2021;REGIÃO SUDESTE;MG;ETANOL;3170701;VARGINHA;24475621
2021;REGIÃO SUDESTE;MG;ETANOL;3170750;VARJAO DE MINAS;544000
2021;REGIÃO SUDESTE;MG;ETANOL;3170800;VARZEA DA PALMA;1614900
2021;REGIÃO SUDESTE;MG;ETANOL;3170909;VARZELANDIA;622000
2021;REGIÃO SUDESTE;MG;ETANOL;3171006;VAZANTE;2661000
2021;REGIÃO SUDESTE;MG;ETANOL;3171030;VERDELANDIA;210000
2021;REGIÃO SUDESTE;MG;ETANOL;3171105;VERISSIMO;211600
2021;REGIÃO SUDESTE;MG;ETANOL;3171154;VERMELHO NOVO;134000
2021;REGIÃO SUDESTE;MG;ETANOL;3171204;VESPASIANO;11736800
2021;REGIÃO SUDESTE;MG;ETANOL;3171303;VICOSA;3749000
2021;REGIÃO SUDESTE;MG;ETANOL;3171501;MATHIAS LOBATO;289000
2021;REGIÃO SUDESTE;MG;ETANOL;3171600;VIRGEM DA LAPA;528500
2021;REGIÃO SUDESTE;MG;ETANOL;3171709;VIRGINIA;99000
2021;REGIÃO SUDESTE;MG;ETANOL;3171808;VIRGINOPOLIS;374000
2021;REGIÃO SUDESTE;MG;ETANOL;3171907;VIRGOLANDIA;97600
2021;REGIÃO SUDESTE;MG;ETANOL;3172004;VISCONDE DO RIO BRANCO;2155946
2021;REGIÃO SUDESTE;MG;ETANOL;3172103;VOLTA GRANDE;511481
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5000203;AGUA CLARA;1439901
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5000252;ALCINOPOLIS;269000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5000609;AMAMBAI;1232481
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5000708;ANASTACIO;1247900
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5000807;ANAURILANDIA;598000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5000856;ANGELICA;410000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5000906;ANTONIO JOAO;289000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5001003;APARECIDA DO TABOADO;1617680
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5001102;AQUIDAUANA;1397287
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5001243;ARAL MOREIRA;163000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5001508;BANDEIRANTES;484000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5001904;BATAGUASSU;1923681
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002001;BATAYPORA;736000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002100;BELA VISTA;448000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002159;BODOQUENA;206000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002209;BONITO;1357386
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002308;BRASILANDIA;536600
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002407;CAARAPO;2000000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002605;CAMAPUA;755500
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002704;CAMPO GRANDE;84831920
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002803;CARACOL;179000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002902;CASSILANDIA;1707000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5002951;CHAPADAO DO SUL;4214986
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003108;CORGUINHO;82000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003157;CORONEL SAPUCAIA;108000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003207;CORUMBA;5278385
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003256;COSTA RICA;1435500
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003306;COXIM;2349750
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003454;DEODAPOLIS;905082
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003488;DOIS IRMAOS DO BURITI;154000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003504;DOURADINA;505500
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003702;DOURADOS;10355681
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003751;ELDORADO;534836
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003801;FATIMA DO SUL;991000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5003900;FIGUEIRAO;95000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5004007;GLORIA DE DOURADOS;447723
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5004106;GUIA LOPES DA LAGUNA;565000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5004304;IGUATEMI;586883
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5004403;INOCENCIA;727865
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5004502;ITAPORA;528838
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5004601;ITAQUIRAI;748000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5004700;IVINHEMA;1812000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5004809;JAPORA;4000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5004908;JARAGUARI;563431
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005004;JARDIM;986580
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005103;JATEI;97000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005152;JUTI;399000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005202;LADARIO;335000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005251;LAGUNA CARAPA;143484
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005400;MARACAJU;2019892
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005608;MIRANDA;913600
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005681;MUNDO NOVO;884000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005707;NAVIRAI;3229900
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5005806;NIOAQUE;494000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5006002;NOVA ALVORADA DO SUL;1707000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5006200;NOVA ANDRADINA;3658882
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5006259;NOVO HORIZONTE DO SUL;152000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5006275;PARAISO DAS AGUAS;353697
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5006309;PARANAIBA;3148862
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5006358;PARANHOS;106000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5006408;PEDRO GOMES;266000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5006606;PONTA PORA;2299873
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5006903;PORTO MURTINHO;155000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007109;RIBAS DO RIO PARDO;941444
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007208;RIO BRILHANTE;2039327
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007307;RIO NEGRO;129000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007406;RIO VERDE DE MATO GROSSO;940000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007505;ROCHEDO;187000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007554;SANTA RITA DO PARDO;394000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007695;SAO GABRIEL DO OESTE;1922432
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007802;SELVIRIA;319000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007901;SIDROLANDIA;1746495
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007935;SONORA;936496
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007950;TACURU;165000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5007976;TAQUARUSSU;77000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5008008;TERENOS;580000
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5008305;TRES LAGOAS;9443701
2021;REGIÃO CENTRO-OESTE;MS;ETANOL;5008404;VICENTINA;380000
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5100102;ACORIZAL;1158498
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5100201;AGUA BOA;4970585
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5100250;ALTA FLORESTA;11442880
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5100300;ALTO ARAGUAIA;1656000
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5100359;ALTO BOA VISTA;552500
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5100409;ALTO GARCAS;3415728
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5100508;ALTO PARAGUAI;745000
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5100607;ALTO TAQUARI;1799749
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5100805;APIACAS;539000
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101001;ARAGUAIANA;384500
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101209;ARAGUAINHA;53000
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101258;ARAPUTANGA;2616716
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101308;ARENAPOLIS;1810000
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101407;ARIPUANA;1699500
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101605;BARAO DE MELGACO;346000
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101704;BARRA DO BUGRES;6891779
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101803;BARRA DO GARCAS;16593504
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101852;BOM JESUS DO ARAGUAIA;948298
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5101902;BRASNORTE;3188188
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5102504;CACERES;16245871
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5102603;CAMPINAPOLIS;1002818
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5102637;CAMPO NOVO DO PARECIS;10453650
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5102678;CAMPO VERDE;9480796
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5102686;CAMPOS DE JULIO;1346172
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5102694;CANABRAVA DO NORTE;290000
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5102702;CANARANA;4714818
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5102793;CARLINDA;1394000
2021;REGIÃO CENTRO-OESTE;MT;ETANOL;5102850;CASTANHEIRA;791000
